3415,9,Star,4/21/2003 7:00
3422,9,Star,4/21/2003 7:00
3418,9,Star,4/21/2003 7:00
3424,9,Star,4/21/2003 7:00
3419,9,Star,4/22/2003 7:00
3425,9,Star,4/22/2003 7:00
3421,9,Star,4/22/2003 7:00
3427,9,Star,4/22/2003 7:00
3416,9,Star,4/23/2003 7:00
3423,9,Star,4/23/2003 7:00
3448,9,Star,4/21/2003 7:00
3449,9,Star,4/21/2003 7:00
3450,9,Star,4/21/2003 7:00
3451,9,Star,4/21/2003 7:00
3452,9,Star,4/21/2003 7:00
3453,9,Star,4/21/2003 7:00
3442,9,Star,4/21/2003 7:00
3443,9,Star,4/21/2003 7:00
3444,9,Star,4/21/2003 7:00
3445,9,Star,4/21/2003 7:00
3446,9,Star,4/21/2003 7:00
3447,9,Star,4/21/2003 7:00
3420,9,Star,4/24/2003 7:00
3426,9,Star,4/24/2003 7:00
3415,9,Superstar,4/21/2003 7:00
3422,9,Superstar,4/21/2003 7:00
3418,9,Superstar,4/21/2003 7:00
3424,9,Superstar,4/21/2003 7:00
3419,9,Superstar,4/22/2003 7:00
3425,9,Superstar,4/22/2003 7:00
3421,9,Superstar,4/22/2003 7:00
3427,9,Superstar,4/22/2003 7:00
3416,9,Superstar,4/23/2003 7:00
3423,9,Superstar,4/23/2003 7:00
3448,9,Superstar,4/21/2003 7:00
3449,9,Superstar,4/21/2003 7:00
3450,9,Superstar,4/21/2003 7:00
3451,9,Superstar,4/21/2003 7:00
3452,9,Superstar,4/21/2003 7:00
3453,9,Superstar,4/21/2003 7:00
3442,9,Superstar,4/21/2003 7:00
3443,9,Superstar,4/21/2003 7:00
3444,9,Superstar,4/21/2003 7:00
3445,9,Superstar,4/21/2003 7:00
3446,9,Superstar,4/21/2003 7:00
3447,9,Superstar,4/21/2003 7:00
3420,9,Superstar,4/24/2003 7:00
3426,9,Superstar,4/24/2003 7:00
3415,9,Megastar,4/21/2003 7:00
3422,9,Megastar,4/21/2003 7:00
3418,9,Megastar,4/21/2003 7:00
3424,9,Megastar,4/21/2003 7:00
3419,9,Megastar,4/22/2003 7:00
3425,9,Megastar,4/22/2003 7:00
3421,9,Megastar,4/22/2003 7:00
3427,9,Megastar,4/22/2003 7:00
3416,9,Megastar,4/23/2003 7:00
3423,9,Megastar,4/23/2003 7:00
3448,9,Megastar,4/21/2003 7:00
3449,9,Megastar,4/21/2003 7:00
3450,9,Megastar,4/21/2003 7:00
3451,9,Megastar,4/21/2003 7:00
3452,9,Megastar,4/21/2003 7:00
3453,9,Megastar,4/21/2003 7:00
3442,9,Megastar,4/21/2003 7:00
3443,9,Megastar,4/21/2003 7:00
3444,9,Megastar,4/21/2003 7:00
3445,9,Megastar,4/21/2003 7:00
3446,9,Megastar,4/21/2003 7:00
3447,9,Megastar,4/21/2003 7:00
3420,9,Megastar,4/24/2003 7:00
3426,9,Megastar,4/24/2003 7:00
3415,9,Sponsor,4/21/2003 7:00
3422,9,Sponsor,4/21/2003 7:00
3418,9,Sponsor,4/21/2003 7:00
3424,9,Sponsor,4/21/2003 7:00
3419,9,Sponsor,4/22/2003 7:00
3425,9,Sponsor,4/22/2003 7:00
3421,9,Sponsor,4/22/2003 7:00
3427,9,Sponsor,4/22/2003 7:00
3416,9,Sponsor,4/23/2003 7:00
3423,9,Sponsor,4/23/2003 7:00
3448,9,Sponsor,4/21/2003 7:00
3449,9,Sponsor,4/21/2003 7:00
3450,9,Sponsor,4/21/2003 7:00
3451,9,Sponsor,4/21/2003 7:00
3452,9,Sponsor,4/21/2003 7:00
3453,9,Sponsor,4/21/2003 7:00
3442,9,Sponsor,4/21/2003 7:00
3443,9,Sponsor,4/21/2003 7:00
3444,9,Sponsor,4/21/2003 7:00
3445,9,Sponsor,4/21/2003 7:00
3446,9,Sponsor,4/21/2003 7:00
3447,9,Sponsor,4/21/2003 7:00
3420,9,Sponsor,4/24/2003 7:00
3426,9,Sponsor,4/24/2003 7:00
3422,9,Volunteer,4/21/2003 7:00
3424,9,Volunteer,4/21/2003 7:00
3425,9,Volunteer,4/22/2003 7:00
3427,9,Volunteer,4/22/2003 7:00
3426,9,Volunteer,4/24/2003 7:00
3423,9,Volunteer,4/23/2003 7:00
3448,9,Volunteer,4/21/2003 7:00
3449,9,Volunteer,4/21/2003 7:00
3450,9,Volunteer,4/21/2003 7:00
3451,9,Volunteer,4/21/2003 7:00
3452,9,Volunteer,4/21/2003 7:00
3453,9,Volunteer,4/21/2003 7:00
3442,9,Volunteer,4/21/2003 7:00
3443,9,Volunteer,4/21/2003 7:00
3444,9,Volunteer,4/21/2003 7:00
3445,9,Volunteer,4/21/2003 7:00
3446,9,Volunteer,4/21/2003 7:00
3447,9,Volunteer,4/21/2003 7:00
